run,step,left_rotation_geodesic_deg,right_rotation_geodesic_deg,left_translation_mae,right_translation_mae,left_gripper_accuracy,right_gripper_accuracy,left_horizon_16_rotation_geodesic_deg,right_horizon_16_rotation_geodesic_deg,left_horizon_16_translation_mae,right_horizon_16_translation_mae,sigma_0.5/world/future_image_l1,sigma_0.5/world/future_wrist_image_l1,sigma_0.5/world/future_proprio_l1,sigma_0.5/world/value_l1,sigma_0.5/value/value_scalar_mae,sigma_0.5/value/value_l1
6D-P,1000,0.584871874563396,1.1738780600950123,0.11534194573760033,0.038200508896261455,0.95703125,1.0,0.26616412550210955,1.5929770931601523,0.12352064568549395,0.035711917793378234,0.12104012984782457,0.15323295798152686,0.0783340404741466,0.041474925447255374,0.04297079965472221,0.05749178044497967
6D-J,1000,0.5307909016497433,0.0,0.05709783597849309,0.020509700942784547,0.9671875,1.0,0.3597735546529293,0.0,0.06287137176841498,0.02136400502640754,0.09640915933996438,0.12134902812540531,0.06077718194574118,0.03911624969914555,0.015918156877160073,0.03880088869482279
6D-J-ID,1000,0.0,0.08734736330807209,0.04166065249592066,0.03341219869907945,1.0,0.9796875,0.0,0.12664822340011597,0.04056695669423789,0.03051206337986514,0.08597930371761323,0.11198928337544203,0.05520205916836858,0.04429470151662827,0.020169985480606556,0.0420288413297385
