# dx dy dz rx ry rz dgrip
0.000904 -0.000194 0.002392 -0.000058 0.000061 -0.001015 0.000000
0.000777 -0.000072 0.001915 0.000049 0.000068 -0.000875 0.000000
0.000656 -0.000013 0.001787 0.000207 0.000037 -0.000737 0.000000
0.000551 0.000095 0.001600 0.000253 0.000012 -0.000622 0.000000
0.000408 0.000189 0.001520 0.000360 0.000030 -0.000525 0.000000
0.000330 0.000279 0.001450 0.000521 0.000022 -0.000569 0.000000
0.000295 0.000390 0.001573 0.000797 -0.000021 -0.000503 0.000000
0.000255 0.000506 0.001656 0.001129 -0.000053 -0.000463 0.000000
0.000187 0.000698 0.001847 0.001493 -0.000107 -0.000430 0.000000
0.000100 0.000827 0.002113 0.002141 -0.000146 -0.000305 0.000000
0.000005 0.001106 0.002632 0.002833 -0.000180 -0.000171 0.000000
-0.000088 0.001412 0.003146 0.003445 -0.000121 -0.000041 0.000000
-0.000123 0.001539 0.003212 0.003415 -0.000127 -0.000019 0.000000
-0.000137 0.001756 0.003594 0.003667 -0.000099 0.000023 0.000000
-0.000178 0.001811 0.003762 0.003598 -0.000059 0.000066 0.023529
-0.000177 0.001759 0.003767 0.003480 -0.000056 0.000057 0.000000
-0.000172 0.001803 0.004174 0.003902 -0.000055 0.000019 0.000000
-0.000215 0.001582 0.003838 0.003399 -0.000042 0.000009 0.000000
-0.000255 0.001302 0.003576 0.003254 -0.000134 0.000019 0.015686
-0.000229 0.000929 0.003239 0.003190 -0.000087 0.000013 0.000000
-0.000250 0.000667 0.003210 0.003529 -0.000184 -0.000151 0.000000
-0.000214 0.000489 0.002910 0.003352 -0.000331 -0.000690 0.000000
-0.000190 0.000288 0.002342 0.002791 -0.000327 -0.001468 0.000000
-0.000154 0.000145 0.001764 0.002457 -0.000363 -0.001720 0.023529
-0.000111 0.000049 0.001589 0.002700 -0.000124 -0.001814 0.000000
-0.000151 -0.000037 0.001295 0.002637 -0.000158 -0.001786 0.000000
-0.000125 -0.000051 0.000892 0.002289 -0.000101 -0.001599 0.000000
-0.000099 0.000004 0.000612 0.002056 -0.000098 -0.001761 0.000000
-0.000109 -0.000001 0.000419 0.002029 -0.000055 -0.002114 0.062745
-0.000022 0.000009 0.000225 0.001936 0.000081 -0.002716 0.000000
-0.000031 0.000027 -0.000004 0.001627 0.000059 -0.003040 0.000000
0.000005 0.000100 -0.000200 0.001280 0.000178 -0.003727 0.000000
-0.000011 0.000218 -0.000550 0.000406 0.000145 -0.004232 0.145098
-0.000008 0.000302 -0.000790 -0.000359 0.000031 -0.004223 0.000000
-0.000007 0.000436 -0.000964 -0.000998 0.000104 -0.004621 0.000000
0.000006 0.000565 -0.001184 -0.001631 0.000018 -0.004357 0.000000
-0.000017 0.000584 -0.001275 -0.002049 -0.000006 -0.003836 0.000000
0.000026 0.000632 -0.001303 -0.002402 -0.000073 -0.003387 0.164157
0.000016 0.000644 -0.001317 -0.002899 -0.000099 -0.002718 0.000000
0.000038 0.000717 -0.001316 -0.003215 -0.000130 -0.002406 0.000000
0.000005 0.000744 -0.001285 -0.003423 -0.000212 -0.001990 0.117647
-0.000007 0.000673 -0.001105 -0.003145 -0.000142 -0.001530 0.000000
0.000000 0.000710 -0.001192 -0.003441 -0.000275 -0.001302 0.000000
0.000018 0.000675 -0.001161 -0.003302 -0.000205 -0.001091 0.105882
-0.000002 0.000600 -0.001049 -0.002897 -0.000164 -0.000815 0.000000
0.000025 0.000498 -0.000930 -0.002443 -0.000106 -0.000664 0.000000
-0.000015 0.000443 -0.000817 -0.002075 -0.000197 -0.000500 0.000000
0.000015 0.000522 -0.001023 -0.002580 -0.000273 -0.000563 0.078431
0.000003 0.000263 -0.000530 -0.001286 -0.000012 -0.000199 0.000000
0.000007 0.000115 -0.000250 -0.000573 -0.000045 0.000011 0.000000
0.000048 0.000288 -0.000648 -0.001443 -0.000037 -0.000120 0.000000
0.000076 0.000191 -0.000442 -0.000988 0.000085 0.000132 0.000000
0.000111 0.000144 -0.000398 -0.000779 0.000123 0.000350 0.000000
0.000122 0.000112 -0.000283 -0.000524 0.000093 0.000420 0.000000
0.000147 0.000019 -0.000433 -0.000380 0.000089 0.000697 0.000000
0.000223 -0.000118 -0.000735 -0.000361 0.000088 0.000953 0.000000
0.000347 -0.000345 -0.001330 -0.000733 0.000168 0.001163 0.000000
0.000414 -0.000555 -0.001976 -0.001326 -0.000065 0.001204 0.000000
0.000427 -0.000914 -0.003005 -0.002126 -0.000088 0.001352 0.000000
0.000462 -0.001140 -0.003441 -0.001700 -0.000078 0.001294 0.000000
0.000520 -0.001224 -0.003104 -0.000022 0.000054 0.001022 0.000000
0.000545 -0.001362 -0.002916 0.001771 0.000226 0.001070 0.000000
0.000548 -0.001373 -0.002433 0.003383 0.000375 0.000970 0.000000
0.000597 -0.001371 -0.001971 0.004801 0.000265 0.000725 0.000000
0.000699 -0.001191 -0.001623 0.004865 0.000196 0.000330 0.000000
0.000996 -0.001152 -0.001909 0.005283 0.000177 -0.000195 0.000000
0.001155 -0.001090 -0.002376 0.005919 0.000185 -0.000564 0.000000
0.001227 -0.000997 -0.002960 0.005315 0.000059 -0.000926 0.000000
0.001325 -0.001111 -0.004054 0.005273 0.000062 -0.001062 0.000000
0.001262 -0.001300 -0.005054 0.004911 0.000001 -0.000770 0.000000
0.001166 -0.001512 -0.006006 0.004238 -0.000190 -0.000606 0.000000
0.000991 -0.001681 -0.006154 0.003522 -0.000205 -0.000278 0.000000
0.001012 -0.002100 -0.006154 0.004649 -0.000211 -0.000158 0.000000
0.000805 -0.002278 -0.006154 0.004590 -0.000461 0.000068 0.000000
0.000622 -0.002510 -0.006154 0.005303 -0.000523 0.000320 0.000000
0.000301 -0.002694 -0.006154 0.006349 -0.000510 0.000604 0.000000
0.000020 -0.002978 -0.006154 0.006371 -0.000564 0.000976 0.000000
-0.000307 -0.003049 -0.006154 0.005948 -0.000600 0.001381 0.000000
-0.000602 -0.003079 -0.006117 0.006036 -0.000404 0.001632 0.000000
-0.000837 -0.003543 -0.006154 0.006106 -0.000442 0.001846 0.000000
-0.000743 -0.003063 -0.005933 0.003753 -0.000522 0.001398 0.000000
-0.000712 -0.003312 -0.006015 0.003582 -0.000439 0.001315 0.000000
-0.000595 -0.003162 -0.005671 0.002296 -0.000532 0.001142 0.000000
-0.000393 -0.002809 -0.004877 0.001897 -0.000487 0.000845 0.000000
-0.000335 -0.002690 -0.004970 0.000434 -0.000541 0.000786 0.000000
-0.000220 -0.002551 -0.004643 0.000097 -0.000443 0.000640 0.000000
-0.000160 -0.002318 -0.004145 -0.000193 -0.000390 0.000559 0.000000
-0.000085 -0.001856 -0.003358 -0.000237 -0.000284 0.000414 0.000000
-0.000091 -0.001659 -0.002980 0.000008 -0.000247 0.000393 0.000000
0.000006 -0.001342 -0.002571 -0.000020 -0.000204 0.000256 0.000000
0.000021 -0.001053 -0.002294 -0.000416 -0.000207 0.000126 0.000000
0.000043 -0.000728 -0.001916 -0.000538 -0.000042 0.000091 0.000000
0.000041 -0.000524 -0.001565 -0.000479 -0.000003 0.000081 0.000000
0.000002 -0.000321 -0.001328 -0.000239 -0.000023 0.000088 0.000000
-0.000006 -0.000182 -0.001047 0.000035 0.000051 0.000063 0.000000
0.000005 -0.000124 -0.000816 0.000196 0.000055 0.000028 0.000000
-0.000024 -0.000120 -0.000732 0.000223 0.000114 -0.000054 0.000000
-0.000010 -0.000223 -0.000812 -0.000127 0.000122 -0.000022 0.000000
0.000041 -0.000343 -0.000846 -0.000113 0.000084 -0.000158 0.000000
0.000050 -0.000333 -0.000722 0.000077 0.000123 -0.000066 0.000000
0.000049 -0.000378 -0.000622 0.000652 0.000119 -0.000091 0.000000
0.000064 -0.000348 -0.000496 0.000899 0.000156 -0.000085 0.000000
0.000029 -0.000315 -0.000390 0.000803 0.000127 -0.000050 0.000000
0.000053 -0.000275 -0.000329 0.000858 0.000239 0.000021 0.000000
0.000028 -0.000178 -0.000200 0.000800 0.000250 0.000117 0.000000
0.000026 -0.000131 -0.000057 0.000920 0.000431 0.000178 0.000000
0.000056 -0.000080 -0.000048 0.000653 0.000400 0.000151 0.000000
0.000025 -0.000069 -0.000002 0.000626 0.000358 0.000262 0.000000
0.000044 -0.000075 -0.000006 0.000529 0.000382 0.000200 0.000000
0.000026 -0.000103 -0.000093 0.000248 0.000288 0.000121 0.000000
-0.000012 -0.000116 -0.000108 0.000119 0.000236 0.000180 0.000000
-0.000053 -0.000158 -0.000133 0.000106 0.000257 0.000222 0.000000
-0.000115 -0.000115 -0.000058 0.000220 0.000239 0.000315 0.000000
-0.000128 -0.000098 -0.000034 0.000233 0.000188 0.000261 0.000000
-0.000066 -0.000106 -0.000183 -0.000126 0.000170 0.000140 0.000000
-0.000033 -0.000147 -0.000234 -0.000191 0.000160 0.000130 0.000000
-0.000009 -0.000170 -0.000347 -0.000505 0.000260 0.000099 0.000000
-0.000048 -0.000104 -0.000189 -0.000198 0.000154 0.000116 0.000000
0.000019 -0.000081 -0.000204 -0.000242 0.000232 0.000003 0.000000
-0.000011 -0.000051 -0.000258 -0.000432 0.000257 0.000063 0.000000
0.000021 -0.000051 -0.000264 -0.000347 0.000326 0.000041 0.000000
-0.000007 -0.000078 -0.000299 -0.000248 0.000297 0.000074 0.000000
0.000020 -0.000088 -0.000326 -0.000047 0.000302 0.000055 0.000000
0.000017 -0.000119 -0.000386 0.000148 0.000262 0.000055 0.000000
0.000029 -0.000123 -0.000410 0.000244 0.000252 0.000042 0.000000
0.000037 -0.000178 -0.000480 0.000463 0.000262 0.000081 0.000000
0.000036 -0.000170 -0.000489 0.000600 0.000179 0.000043 0.000000
0.000041 -0.000130 -0.000432 0.000665 0.000218 0.000180 0.000000
0.000046 -0.000098 -0.000360 0.000633 0.000256 0.000305 0.000000
0.000059 -0.000075 -0.000366 0.000423 0.000378 0.000361 0.000000
0.000040 -0.000039 -0.000283 0.000355 0.000458 0.000416 0.000000
0.000068 -0.000045 -0.000270 0.000220 0.000588 0.000542 0.000000
0.000056 0.000007 -0.000150 0.000205 0.000568 0.000508 0.000000
0.000058 -0.000014 -0.000117 0.000268 0.000558 0.000464 0.000000
0.000046 -0.000012 -0.000030 0.000439 0.000495 0.000433 0.000000
0.000061 -0.000006 0.000030 0.000452 0.000415 0.000292 0.000000
0.000030 -0.000041 0.000039 0.000432 0.000321 0.000294 0.000000
0.000020 -0.000060 -0.000040 0.000160 0.000260 0.000212 0.000000
0.000001 -0.000066 -0.000027 0.000213 0.000209 0.000221 0.000000
