# dx dy dz rx ry rz dgrip
-0.000164 -0.002963 -0.004716 -0.002948 -0.000056 0.000118 0.000000
-0.000129 -0.002558 -0.004015 -0.002776 -0.000029 0.000071 0.000000
-0.000037 -0.002414 -0.003885 -0.003073 -0.000111 -0.000023 0.000000
-0.000013 -0.002098 -0.003434 -0.003115 -0.000037 0.000009 0.000000
0.000028 -0.001727 -0.002919 -0.003011 -0.000046 -0.000064 0.000000
0.000043 -0.001602 -0.002751 -0.003106 -0.000055 -0.000071 0.000000
0.000158 -0.001459 -0.002531 -0.003056 0.000049 -0.000223 0.000000
0.000136 -0.001348 -0.002289 -0.002802 0.000093 -0.000194 0.000000
0.000151 -0.001242 -0.002072 -0.002583 0.000022 -0.000139 0.000000
0.000151 -0.001356 -0.002182 -0.002499 0.000067 -0.000146 0.000000
0.000157 -0.001462 -0.002321 -0.002570 0.000026 -0.000124 0.000000
0.000171 -0.001673 -0.002700 -0.002913 0.000012 -0.000080 0.000000
0.000145 -0.001632 -0.002725 -0.002680 -0.000105 -0.000035 0.000000
0.000150 -0.001795 -0.003080 -0.002392 -0.000084 0.000025 0.000000
0.000185 -0.001788 -0.003219 -0.001610 -0.000137 0.000002 0.000000
0.000214 -0.001541 -0.003093 -0.000804 -0.000143 0.000015 0.000000
0.000243 -0.001452 -0.003355 -0.000032 -0.000147 0.000035 0.000000
0.000258 -0.001230 -0.003513 0.000473 -0.000075 0.000034 0.000000
0.000198 -0.001010 -0.003234 0.001976 0.000001 0.000172 0.000000
0.000172 -0.000778 -0.002821 0.002349 0.000081 0.000214 0.000000
0.000199 -0.000559 -0.003041 0.002105 0.000014 0.000178 0.000000
0.000146 -0.000449 -0.002699 0.002393 0.000056 0.000187 0.000000
0.000059 -0.000187 -0.001754 0.002765 0.000175 0.000047 0.000000
-0.000102 0.000026 -0.000871 0.003835 0.000089 -0.000098 0.000000
-0.000403 0.000020 0.000027 0.004756 -0.000121 0.000065 0.000000
-0.000595 -0.000045 0.000509 0.004652 -0.000409 0.000030 0.000000
-0.000659 0.000006 0.000930 0.004464 -0.000377 0.000092 0.000000
-0.000696 0.000021 0.001274 0.004720 -0.000227 0.000122 0.000000
-0.000608 0.000067 0.001470 0.004592 0.000122 0.000093 0.000000
-0.000510 0.000047 0.001564 0.004446 0.000480 0.000083 0.000000
-0.000399 -0.000180 0.001288 0.003643 0.000736 0.000151 0.000000
-0.000319 -0.000304 0.001064 0.002866 0.000946 0.000188 0.000000
-0.000231 -0.000305 0.001097 0.002796 0.001097 0.000027 0.000000
-0.000116 -0.000273 0.001048 0.002618 0.001057 -0.000170 -0.019608
-0.000046 -0.000333 0.000855 0.002311 0.000876 -0.000289 0.000000
-0.000064 -0.000391 0.000728 0.002289 0.000742 -0.000300 0.000000
-0.000024 -0.000580 0.000544 0.002336 0.000643 -0.000271 0.000000
-0.000015 -0.000679 0.000350 0.002310 0.000381 -0.000355 0.000000
-0.000090 -0.000871 0.000144 0.002233 0.000370 -0.000237 -0.035294
-0.000066 -0.000855 0.000113 0.002487 0.000399 -0.000162 0.000000
-0.000123 -0.001039 0.000070 0.003161 0.000557 -0.000090 0.000000
-0.000035 -0.001036 0.000064 0.003488 0.000395 -0.000138 0.000000
-0.000023 -0.000866 0.000125 0.003379 0.000263 -0.000218 -0.164157
-0.000072 -0.000786 0.000227 0.003534 0.000149 -0.000066 0.000000
-0.000089 -0.000628 0.000384 0.003575 0.000076 -0.000135 0.000000
-0.000136 -0.000549 0.000508 0.003472 0.000070 -0.000097 0.000000
-0.000085 -0.000426 0.000578 0.003083 -0.000025 -0.000181 0.000000
-0.000091 -0.000412 0.000718 0.003116 0.000163 -0.000060 -0.011765
-0.000086 -0.000362 0.000864 0.003133 0.000233 -0.000061 0.000000
-0.000067 -0.000271 0.000923 0.002867 0.000289 0.000048 0.000000
-0.000068 -0.000229 0.001074 0.003068 0.000576 0.000014 0.000000
-0.000044 -0.000190 0.000987 0.002388 0.000552 0.000075 0.000000
-0.000031 -0.000121 0.000936 0.001929 0.000588 0.000161 -0.003922
0.000007 -0.000056 0.000805 0.001495 0.000496 0.000059 0.000000
-0.000028 -0.000047 0.000680 0.001067 0.000390 0.000175 0.000000
0.000002 -0.000026 0.000471 0.000449 0.000336 0.000110 0.000000
-0.000028 -0.000008 0.000382 0.000237 0.000270 0.000172 0.003922
0.000000 0.000039 0.000242 -0.000032 0.000159 0.000103 0.000000
-0.000013 0.000092 0.000193 -0.000089 0.000112 0.000098 0.000000
-0.000017 0.000106 0.000058 -0.000330 -0.000036 0.000066 0.000000
-0.000012 0.000042 -0.000009 -0.000118 -0.000044 -0.000043 0.000000
-0.000015 -0.000025 -0.000089 -0.000162 -0.000107 -0.000271 0.003922
0.000004 -0.000029 -0.000081 -0.000020 -0.000102 -0.000575 0.000000
-0.000018 -0.000040 -0.000024 0.000198 -0.000104 -0.001155 0.000000
-0.000011 -0.000048 -0.000030 0.000206 -0.000098 -0.002182 0.000000
-0.000008 -0.000054 -0.000021 0.000284 -0.000073 -0.003471 0.000000
0.000011 -0.000040 0.000044 0.000611 -0.000035 -0.004724 0.011765
-0.000034 0.000043 0.000166 0.000890 0.000019 -0.005654 0.000000
-0.000004 0.000026 0.000175 0.000961 0.000047 -0.005597 0.000000
-0.000033 0.000033 0.000226 0.001100 0.000040 -0.005977 0.000000
-0.000052 -0.000032 0.000239 0.001185 0.000146 -0.005806 0.011765
-0.000055 0.000024 0.000332 0.001245 0.000123 -0.005762 0.000000
-0.000029 -0.000017 0.000303 0.001137 0.000106 -0.005442 0.000000
-0.000005 -0.000067 0.000317 0.001185 0.000092 -0.005835 0.000000
-0.000006 -0.000100 0.000307 0.001158 0.000185 -0.005559 0.000000
-0.000007 -0.000143 0.000184 0.000837 0.000063 -0.004898 0.000000
0.000034 -0.000181 0.000126 0.000772 0.000102 -0.004723 0.000000
0.000011 -0.000251 0.000009 0.000449 0.000072 -0.004054 0.000000
0.000046 -0.000199 0.000005 0.000443 0.000037 -0.003370 0.000000
0.000005 -0.000167 -0.000010 0.000259 0.000061 -0.002599 0.000000
0.000005 -0.000048 0.000058 0.000397 0.000054 -0.002232 0.000000
-0.000007 0.000086 0.000177 0.000559 0.000073 -0.001791 0.000000
-0.000034 0.000147 0.000201 0.000563 0.000104 -0.001283 0.000000
-0.000003 0.000016 0.000034 0.000174 0.000047 -0.001075 0.003922
0.000023 -0.000083 -0.000088 -0.000050 -0.000051 -0.000706 0.000000
0.000055 -0.000152 -0.000211 -0.000351 0.000035 -0.000512 0.000000
0.000066 -0.000167 -0.000248 -0.000479 0.000105 -0.000211 0.000000
0.000076 -0.000125 -0.000239 -0.000452 0.000125 -0.000158 0.000000
0.000028 -0.000016 -0.000129 -0.000315 0.000165 -0.000028 0.000000
